Comment,Designator,Footprint,LCSC Part Number
"USB Type-C Receptacle, USB 2.0, Right-Angle, Top-Mount, SMT, TH Shell Stakes, 5A 48V",J2,USB_C_Receptacle_GCT_USB4105-xx-A_16P_TopMnt_Horizontal,C3020560
